Time Relative (sec),Pressure_(mBar),Raw_Signal_Amps,mz,True_Concentration_ppm,Primary_Gas
107.631,1.472626082e-05,1.984956555e-08,28,100,Methane
107.868,1.47288647e-05,1.986629528e-08,28,100,Methane
108.105,1.476802299e-05,1.999900689e-08,28,100,Methane
108.342,1.469304334e-05,2.004631838e-08,28,100,Methane
108.579,1.485001212e-05,1.997471877e-08,28,100,Methane
108.815,1.454195171e-05,2.007155864e-08,28,100,Methane
109.052,1.462718865e-05,1.99480823e-08,28,100,Methane
109.289,1.480487026e-05,1.9909562e-08,28,100,Methane
109.526,1.473688826e-05,1.997005761e-08,28,100,Methane
109.763,1.478627655e-05,1.99651673e-08,28,100,Methane
109.999,1.454128596e-05,1.996191124e-08,28,100,Methane
110.236,1.4637807e-05,1.993590182e-08,28,100,Methane
110.473,1.463288663e-05,1.99506065e-08,28,100,Methane
110.71,1.46775983e-05,1.992414056e-08,28,100,Methane
110.947,1.474435157e-05,1.994895449e-08,28,100,Methane
111.183,1.471224641e-05,1.975824304e-08,28,100,Methane
0.835,1.479776893e-05,4.526010233e-09,32,100,Methane
1.071,1.469343988e-05,4.512431762e-09,32,100,Methane
1.308,1.470193729e-05,4.488433625e-09,32,100,Methane
1.545,1.46717357e-05,4.475870785e-09,32,100,Methane
1.782,1.467576749e-05,4.490362748e-09,32,100,Methane
2.019,1.477024307e-05,4.437245682e-09,32,100,Methane
2.255,1.453341883e-05,4.441024437e-09,32,100,Methane
2.492,1.464709203e-05,4.448212465e-09,32,100,Methane
2.729,1.466257254e-05,4.423831079e-09,32,100,Methane
2.966,1.467517814e-05,4.458438507e-09,32,100,Methane
3.203,1.472588792e-05,4.42635395e-09,32,100,Methane
3.439,1.4715416e-05,4.446234936e-09,32,100,Methane
3.676,1.473945576e-05,4.459570047e-09,32,100,Methane
3.913,1.471451833e-05,4.487855865e-09,32,100,Methane
4.15,1.470769712e-05,4.464992376e-09,32,100,Methane
4.387,1.470120787e-05,4.497955342e-09,32,100,Methane
4.623,1.473216616e-05,4.490676719e-09,32,100,Methane
4.86,1.471101677e-05,4.460846803e-09,32,100,Methane
5.097,1.467331731e-05,4.446972568e-09,32,100,Methane
5.334,1.46971679e-05,4.424241418e-09,32,100,Methane
5.571,1.484124277e-05,4.456836677e-09,32,100,Methane
5.807,1.453596906e-05,4.425274813e-09,32,100,Methane
6.044,1.458099905e-05,4.408971854e-09,32,100,Methane
6.281,1.463003991e-05,4.415987576e-09,32,100,Methane
6.518,1.468271148e-05,4.435337431e-09,32,100,Methane
6.755,1.472241092e-05,4.425666056e-09,32,100,Methane
6.991,1.469203562e-05,4.485735783e-09,32,100,Methane
7.228,1.479353159e-05,4.474593585e-09,32,100,Methane
7.465,1.470595271e-05,4.445955604e-09,32,100,Methane
7.702,1.481553409e-05,4.478985183e-09,32,100,Methane
7.939,1.463306762e-05,4.488057481e-09,32,100,Methane
8.175,1.462827368e-05,4.459157488e-09,32,100,Methane
8.412,1.466103004e-05,4.474740578e-09,32,100,Methane
8.649,1.465668447e-05,4.481640836e-09,32,100,Methane
8.886,1.46562661e-05,4.462518355e-09,32,100,Methane
9.123,1.467323e-05,4.422505029e-09,32,100,Methane
9.359,1.469548715e-05,4.442163082e-09,32,100,Methane
9.596,1.465203786e-05,4.49631532e-09,32,100,Methane
9.833,1.470289408e-05,4.46271553e-09,32,100,Methane
10.07,1.470484676e-05,4.42815562e-09,32,100,Methane
10.307,1.471457563e-05,4.435777523e-09,32,100,Methane
10.543,1.46984512e-05,4.413506449e-09,32,100,Methane
10.78,1.472495387e-05,4.429697054e-09,32,100,Methane
11.017,1.471943688e-05,4.43232917e-09,32,100,Methane
11.254,1.482928019e-05,4.446091051e-09,32,100,Methane
11.491,1.473598604e-05,4.45257653e-09,32,100,Methane
11.727,1.485787561e-05,4.48405979e-09,32,100,Methane
11.964,1.467849143e-05,4.455667835e-09,32,100,Methane
12.201,1.468963183e-05,4.405880105e-09,32,100,Methane
12.438,1.466412232e-05,4.45960513e-09,32,100,Methane
12.675,1.467610673e-05,4.480014137e-09,32,100,Methane
12.911,1.470509415e-05,4.489342231e-09,32,100,Methane
13.148,1.470706411e-05,4.439999035e-09,32,100,Methane
13.385,1.472871918e-05,4.469184578e-09,32,100,Methane
13.622,1.469152721e-05,4.446617741e-09,32,100,Methane
13.859,1.482285006e-05,4.457678227e-09,32,100,Methane
14.095,1.456916016e-05,4.449874691e-09,32,100,Methane
14.332,1.467528728e-05,4.453072577e-09,32,100,Methane
14.569,1.471219639e-05,4.458746261e-09,32,100,Methane
14.806,1.475092813e-05,4.459558056e-09,32,100,Methane
15.043,1.47130113e-05,4.451041757e-09,32,100,Methane
15.279,1.467277252e-05,4.448112545e-09,32,100,Methane
15.516,1.470195366e-05,4.40853043e-09,32,100,Methane
15.753,1.466008689e-05,4.417554322e-09,32,100,Methane
15.99,1.471807627e-05,4.460247727e-09,32,100,Methane
16.227,1.474032524e-05,4.475488424e-09,32,100,Methane
16.463,1.475887893e-05,4.456129687e-09,32,100,Methane
16.7,1.47401488e-05,4.422400224e-09,32,100,Methane
16.937,1.470071402e-05,4.453635238e-09,32,100,Methane
17.174,1.469437302e-05,4.410964927e-09,32,100,Methane
17.411,1.485201756e-05,4.392723962e-09,32,100,Methane
17.647,1.459173836e-05,4.423067246e-09,32,100,Methane
17.884,1.466326466e-05,4.454719704e-09,32,100,Methane
18.121,1.476906164e-05,4.427199496e-09,32,100,Methane
18.358,1.470297047e-05,4.414678845e-09,32,100,Methane
18.595,1.474021064e-05,4.41557102e-09,32,100,Methane
18.831,1.475772933e-05,4.41175585e-09,32,100,Methane
19.068,1.487077589e-05,4.431885081e-09,32,100,Methane
19.305,1.473925749e-05,4.414002941e-09,32,100,Methane
19.542,1.471512132e-05,4.419589583e-09,32,100,Methane
19.779,1.462089585e-05,4.427593847e-09,32,100,Methane
20.015,1.471867017e-05,4.448587276e-09,32,100,Methane
20.252,1.473749762e-05,4.41556125e-09,32,100,Methane
20.489,1.473413977e-05,4.45605286e-09,32,100,Methane
20.726,1.471989253e-05,4.462987313e-09,32,100,Methane
20.963,1.480195351e-05,4.446204738e-09,32,100,Methane
21.199,1.458059887e-05,4.470728232e-09,32,100,Methane
21.436,1.479284765e-05,4.455707359e-09,32,100,Methane
21.673,1.472052099e-05,4.421550237e-09,32,100,Methane
21.91,1.469148083e-05,4.488427408e-09,32,100,Methane
22.147,1.471946416e-05,4.456140346e-09,32,100,Methane
22.383,1.474148576e-05,4.435228185e-09,32,100,Methane
22.62,1.482137304e-05,4.464302705e-09,32,100,Methane
22.857,1.472451277e-05,4.41617809e-09,32,100,Methane
23.094,1.471575251e-05,4.436716772e-09,32,100,Methane
23.331,1.472846543e-05,4.448901247e-09,32,100,Methane
23.567,1.47375431e-05,4.46824977e-09,32,100,Methane
23.804,1.483859887e-05,4.423417188e-09,32,100,Methane
24.041,1.473530028e-05,4.414630883e-09,32,100,Methane
24.278,1.488174257e-05,4.434657086e-09,32,100,Methane
24.515,1.471327596e-05,4.451490287e-09,32,100,Methane
24.751,1.479591265e-05,4.461283787e-09,32,100,Methane
24.988,1.474896726e-05,4.490156247e-09,32,100,Methane
25.225,1.474640612e-05,4.445305457e-09,32,100,Methane
25.462,1.473527482e-05,4.426281563e-09,32,100,Methane
25.699,1.481219351e-05,4.462252345e-09,32,100,Methane
25.935,1.457385224e-05,4.451122138e-09,32,100,Methane
26.172,1.46221555e-05,4.461541359e-09,32,100,Methane
26.409,1.471427368e-05,4.481363725e-09,32,100,Methane
26.646,1.473364046e-05,4.431528478e-09,32,100,Methane
26.883,1.479744424e-05,4.377548546e-09,32,100,Methane
27.119,1.475375848e-05,4.452387348e-09,32,100,Methane
27.356,1.472592885e-05,4.445102952e-09,32,100,Methane
27.593,1.470922962e-05,4.447504587e-09,32,100,Methane
27.83,1.473494558e-05,4.434673073e-09,32,100,Methane
28.067,1.47464134e-05,4.429316025e-09,32,100,Methane
28.303,1.476722809e-05,4.446452095e-09,32,100,Methane
28.54,1.471528503e-05,4.437649359e-09,32,100,Methane
28.777,1.476018133e-05,4.461329972e-09,32,100,Methane
29.014,1.474416331e-05,4.473194259e-09,32,100,Methane
29.251,1.486945439e-05,4.479281834e-09,32,100,Methane
29.487,1.481546133e-05,4.450489755e-09,32,100,Methane
29.724,1.490002705e-05,4.452297198e-09,32,100,Methane
29.961,1.480481751e-05,4.432725298e-09,32,100,Methane
30.198,1.472666099e-05,4.44221504e-09,32,100,Methane
30.435,1.472835629e-05,4.438549972e-09,32,100,Methane
30.671,1.48027666e-05,4.433111211e-09,32,100,Methane
30.908,1.478351351e-05,4.460423586e-09,32,100,Methane
31.145,1.476532725e-05,4.446151891e-09,32,100,Methane
31.382,1.473014254e-05,4.445631863e-09,32,100,Methane
31.619,1.481050276e-05,4.469258741e-09,32,100,Methane
31.855,1.47797291e-05,4.427920697e-09,32,100,Methane
32.092,1.486307792e-05,4.395606545e-09,32,100,Methane
32.329,1.479903858e-05,4.439137946e-09,32,100,Methane
32.566,1.481520212e-05,4.477649362e-09,32,100,Methane
32.803,1.475247609e-05,4.423696964e-09,32,100,Methane
33.039,1.471524047e-05,4.45347581e-09,32,100,Methane
33.276,1.475850058e-05,4.420054545e-09,32,100,Methane
33.513,1.47735218e-05,4.445185553e-09,32,100,Methane
33.75,1.479529328e-05,4.437656465e-09,32,100,Methane
33.987,1.477400201e-05,4.463854619e-09,32,100,Methane
34.223,1.482463722e-05,4.447728852e-09,32,100,Methane
34.46,1.47710889e-05,4.437529455e-09,32,100,Methane
34.697,1.472825898e-05,4.452322067e-09,32,100,Methane
34.934,1.471482665e-05,4.42415482e-09,32,100,Methane
35.171,1.487690497e-05,4.463659664e-09,32,100,Methane
35.407,1.460720796e-05,4.500519957e-09,32,100,Methane
35.644,1.483230426e-05,4.470781967e-09,32,100,Methane
35.881,1.47761757e-05,4.50709603e-09,32,100,Methane
36.118,1.489846181e-05,4.485412486e-09,32,100,Methane
36.355,1.472476924e-05,4.454852043e-09,32,100,Methane
36.591,1.472780787e-05,4.433722278e-09,32,100,Methane
36.828,1.474453893e-05,4.46496351e-09,32,100,Methane
37.065,1.475520367e-05,4.463313719e-09,32,100,Methane
37.302,1.479049661e-05,4.492692884e-09,32,100,Methane
37.539,1.483310098e-05,4.435563028e-09,32,100,Methane
37.775,1.458085353e-05,4.43067627e-09,32,100,Methane
38.012,1.461813918e-05,4.433183598e-09,32,100,Methane
38.249,1.472332679e-05,4.471479187e-09,32,100,Methane
38.486,1.474189321e-05,4.459622893e-09,32,100,Methane
38.723,1.465991227e-05,4.450125601e-09,32,100,Methane
38.959,1.467148377e-05,4.475881443e-09,32,100,Methane
39.196,1.470854295e-05,4.419584254e-09,32,100,Methane
39.433,1.470972074e-05,4.465853021e-09,32,100,Methane
39.67,1.473727843e-05,4.48940396e-09,32,100,Methane
39.907,1.474852888e-05,4.493281747e-09,32,100,Methane
40.143,1.474102919e-05,4.43953363e-09,32,100,Methane
40.38,1.476171292e-05,4.453045044e-09,32,100,Methane
40.617,1.46966504e-05,4.462966885e-09,32,100,Methane
40.854,1.475247427e-05,4.41842074e-09,32,100,Methane
41.091,1.487117152e-05,4.457848757e-09,32,100,Methane
41.327,1.479109142e-05,4.45398296e-09,32,100,Methane
41.564,1.486772089e-05,4.418986954e-09,32,100,Methane
41.801,1.475397039e-05,4.419433264e-09,32,100,Methane
42.038,1.474890814e-05,4.399207221e-09,32,100,Methane
42.275,1.486825295e-05,4.450222413e-09,32,100,Methane
42.511,1.458201859e-05,4.434892897e-09,32,100,Methane
42.748,1.461916145e-05,4.432040956e-09,32,100,Methane
42.985,1.470443385e-05,4.473695192e-09,32,100,Methane
43.222,1.470012194e-05,4.478765803e-09,32,100,Methane
43.459,1.485889243e-05,4.454404401e-09,32,100,Methane
43.695,1.457629241e-05,4.423453159e-09,32,100,Methane
43.932,1.463633544e-05,4.436718104e-09,32,100,Methane
44.169,1.473759494e-05,4.399244524e-09,32,100,Methane
44.406,1.487644113e-05,4.409562049e-09,32,100,Methane
44.643,1.470706593e-05,4.445235291e-09,32,100,Methane
44.879,1.466102003e-05,4.454078439e-09,32,100,Methane
45.116,1.469877225e-05,4.4277364e-09,32,100,Methane
45.353,1.48423087e-05,4.438468704e-09,32,100,Methane
45.59,1.477814385e-05,4.457087144e-09,32,100,Methane
45.827,1.472639542e-05,4.451621294e-09,32,100,Methane
46.063,1.474183409e-05,4.444642432e-09,32,100,Methane
46.3,1.474983037e-05,4.376610185e-09,32,100,Methane
46.537,1.480542869e-05,4.478421634e-09,32,100,Methane
46.774,1.472750773e-05,4.437912704e-09,32,100,Methane
47.011,1.471567612e-05,4.402965992e-09,32,100,Methane
47.247,1.473304383e-05,4.432509026e-09,32,100,Methane
47.484,1.475072895e-05,4.444559387e-09,32,100,Methane
47.721,1.478980994e-05,4.441673251e-09,32,100,Methane
47.958,1.471849919e-05,4.420928512e-09,32,100,Methane
48.195,1.483997858e-05,4.443891477e-09,32,100,Methane
48.431,1.478762351e-05,4.411603971e-09,32,100,Methane
48.668,1.47152241e-05,4.397246567e-09,32,100,Methane
48.905,1.470500865e-05,4.457433533e-09,32,100,Methane
49.142,1.468380651e-05,4.422710198e-09,32,100,Methane
49.379,1.472110125e-05,4.412312293e-09,32,100,Methane
49.615,1.468702339e-05,4.466954362e-09,32,100,Methane
49.852,1.480754872e-05,4.466065739e-09,32,100,Methane
50.089,1.470557436e-05,4.453623248e-09,32,100,Methane
50.326,1.470076677e-05,4.456027547e-09,32,100,Methane
50.563,1.475851514e-05,4.454059344e-09,32,100,Methane
50.799,1.475597037e-05,4.46006343e-09,32,100,Methane
51.036,1.466229332e-05,4.462426872e-09,32,100,Methane
51.273,1.471167525e-05,4.408367449e-09,32,100,Methane
51.51,1.471737323e-05,4.402771925e-09,32,100,Methane
51.747,1.472070016e-05,4.429036693e-09,32,100,Methane
51.983,1.465769583e-05,4.396643494e-09,32,100,Methane
52.22,1.469074414e-05,4.39872494e-09,32,100,Methane
52.457,1.465676451e-05,4.415702026e-09,32,100,Methane
52.694,1.468879782e-05,4.411841559e-09,32,100,Methane
52.931,1.468209939e-05,4.399512754e-09,32,100,Methane
53.167,1.474380406e-05,4.418887922e-09,32,100,Methane
53.404,1.471078667e-05,4.455564362e-09,32,100,Methane
53.641,1.476026682e-05,4.364099748e-09,32,100,Methane
53.878,1.469531253e-05,4.428641009e-09,32,100,Methane
54.115,1.471387804e-05,4.406812693e-09,32,100,Methane
54.351,1.471753876e-05,4.42921344e-09,32,100,Methane
54.588,1.469860035e-05,4.442994861e-09,32,100,Methane
54.825,1.476582929e-05,4.45453141e-09,32,100,Methane
55.062,1.467983202e-05,4.480787741e-09,32,100,Methane
55.299,1.476961734e-05,4.483657001e-09,32,100,Methane
55.535,1.454970607e-05,4.403719167e-09,32,100,Methane
55.772,1.457360941e-05,4.45379067e-09,32,100,Methane
56.009,1.463193985e-05,4.455149138e-09,32,100,Methane
56.246,1.469423933e-05,4.440078971e-09,32,100,Methane
56.483,1.474862347e-05,4.437846979e-09,32,100,Methane
56.719,1.47042656e-05,4.428336808e-09,32,100,Methane
56.956,1.469274594e-05,4.43771242e-09,32,100,Methane
57.193,1.470842017e-05,4.423619693e-09,32,100,Methane
57.43,1.474790042e-05,4.422714639e-09,32,100,Methane
57.667,1.471913038e-05,4.417302968e-09,32,100,Methane
57.903,1.48444733e-05,4.472642701e-09,32,100,Methane
58.14,1.471000269e-05,4.416396138e-09,32,100,Methane
58.377,1.473424163e-05,4.37225145e-09,32,100,Methane
58.614,1.468256596e-05,4.413806654e-09,32,100,Methane
58.851,1.470725056e-05,4.419927535e-09,32,100,Methane
59.087,1.468794744e-05,4.409649978e-09,32,100,Methane
59.324,1.471092855e-05,4.446168322e-09,32,100,Methane
59.561,1.471093674e-05,4.377792795e-09,32,100,Methane
59.798,1.481307936e-05,4.40907888e-09,32,100,Methane
60.035,1.473480188e-05,4.410952936e-09,32,100,Methane
60.271,1.467063339e-05,4.420249056e-09,32,100,Methane
60.508,1.470557982e-05,4.413473143e-09,32,100,Methane
60.745,1.472823715e-05,4.430191769e-09,32,100,Methane
60.982,1.483457072e-05,4.38969705e-09,32,100,Methane
61.219,1.464320576e-05,4.466524484e-09,32,100,Methane
61.455,1.468586106e-05,4.456829128e-09,32,100,Methane
61.692,1.468739629e-05,4.410086518e-09,32,100,Methane
61.929,1.464417073e-05,4.425457778e-09,32,100,Methane
62.166,1.469941981e-05,4.385634966e-09,32,100,Methane
62.403,1.470733059e-05,4.409430598e-09,32,100,Methane
62.639,1.473125667e-05,4.362520567e-09,32,100,Methane
62.876,1.470122152e-05,4.414370647e-09,32,100,Methane
63.113,1.474400779e-05,4.385899199e-09,32,100,Methane
63.35,1.470836833e-05,4.414140609e-09,32,100,Methane
63.587,1.47595747e-05,4.417804789e-09,32,100,Methane
63.823,1.471071209e-05,4.4240962e-09,32,100,Methane
64.06,1.469534436e-05,4.452332281e-09,32,100,Methane
64.297,1.478424292e-05,4.438629464e-09,32,100,Methane
64.534,1.473968132e-05,4.403966525e-09,32,100,Methane
64.771,1.471731684e-05,4.457441527e-09,32,100,Methane
65.007,1.474253349e-05,4.407621823e-09,32,100,Methane
65.244,1.47470555e-05,4.399744569e-09,32,100,Methane
65.481,1.485154007e-05,4.407703091e-09,32,100,Methane
65.718,1.478149807e-05,4.404286269e-09,32,100,Methane
65.955,1.471732594e-05,4.408716947e-09,32,100,Methane
66.191,1.473909015e-05,4.397152864e-09,32,100,Methane
66.428,1.4732821e-05,4.425328104e-09,32,100,Methane
66.665,1.484582208e-05,4.473978965e-09,32,100,Methane
66.902,1.475720273e-05,4.486759408e-09,32,100,Methane
67.139,1.479583534e-05,4.497068051e-09,32,100,Methane
67.375,1.455326674e-05,4.434997702e-09,32,100,Methane
67.612,1.476769648e-05,4.393496678e-09,32,100,Methane
67.849,1.468504252e-05,4.38917036e-09,32,100,Methane
68.086,1.467966194e-05,4.433482914e-09,32,100,Methane
68.323,1.473210341e-05,4.455069647e-09,32,100,Methane
68.559,1.479781804e-05,4.469845383e-09,32,100,Methane
68.796,1.473700468e-05,4.44513093e-09,32,100,Methane
69.033,1.468454684e-05,4.418005073e-09,32,100,Methane
69.27,1.46883649e-05,4.447451296e-09,32,100,Methane
69.507,1.4761702e-05,4.4556141e-09,32,100,Methane
69.743,1.45439808e-05,4.415952048e-09,32,100,Methane
69.98,1.459689793e-05,4.420716682e-09,32,100,Methane
70.217,1.465112564e-05,4.406773169e-09,32,100,Methane
70.454,1.469533345e-05,4.391411679e-09,32,100,Methane
70.691,1.473710472e-05,4.427946898e-09,32,100,Methane
70.927,1.473761586e-05,4.459175251e-09,32,100,Methane
71.164,1.47118617e-05,4.432588074e-09,32,100,Methane
71.401,1.467359925e-05,4.433680978e-09,32,100,Methane
71.638,1.472098393e-05,4.464363546e-09,32,100,Methane
71.875,1.480988794e-05,4.465712689e-09,32,100,Methane
72.111,1.456356676e-05,4.435555034e-09,32,100,Methane
72.348,1.464247998e-05,4.440870782e-09,32,100,Methane
72.585,1.473604516e-05,4.445172674e-09,32,100,Methane
72.822,1.471965243e-05,4.401598641e-09,32,100,Methane
73.059,1.466072172e-05,4.432987755e-09,32,100,Methane
73.295,1.469497238e-05,4.423153399e-09,32,100,Methane
73.532,1.472892745e-05,4.397378461e-09,32,100,Methane
73.769,1.48434865e-05,4.421332633e-09,32,100,Methane
74.006,1.479468574e-05,4.437876289e-09,32,100,Methane
74.243,1.471664291e-05,4.393659214e-09,32,100,Methane
74.479,1.471866653e-05,4.41647785e-09,32,100,Methane
74.716,1.472984059e-05,4.43376269e-09,32,100,Methane
74.953,1.47256842e-05,4.440031898e-09,32,100,Methane
75.19,1.470770076e-05,4.405351639e-09,32,100,Methane
75.427,1.472830627e-05,4.43850956e-09,32,100,Methane
75.663,1.471637279e-05,4.438394097e-09,32,100,Methane
75.9,1.47507817e-05,4.443265311e-09,32,100,Methane
76.137,1.476063335e-05,4.450325441e-09,32,100,Methane
76.374,1.477145088e-05,4.457584524e-09,32,100,Methane
76.611,1.478429931e-05,4.434583367e-09,32,100,Methane
76.847,1.487921327e-05,4.4272781e-09,32,100,Methane
77.084,1.475398039e-05,4.475672277e-09,32,100,Methane
77.321,1.48864865e-05,4.468555748e-09,32,100,Methane
77.558,1.482107746e-05,4.461324199e-09,32,100,Methane
77.795,1.477750266e-05,4.424904443e-09,32,100,Methane
78.031,1.477765454e-05,4.444215662e-09,32,100,Methane
78.268,1.475246881e-05,4.428546418e-09,32,100,Methane
78.505,1.471479845e-05,4.410443566e-09,32,100,Methane
78.742,1.476357102e-05,4.459075331e-09,32,100,Methane
78.979,1.478037029e-05,4.430174005e-09,32,100,Methane
79.215,1.490549766e-05,4.460177561e-09,32,100,Methane
79.452,1.474608234e-05,4.452550328e-09,32,100,Methane
79.689,1.478655759e-05,4.462044956e-09,32,100,Methane
79.926,1.477033038e-05,4.41770398e-09,32,100,Methane
80.163,1.487430018e-05,4.452379354e-09,32,100,Methane
80.399,1.460170279e-05,4.433218681e-09,32,100,Methane
80.636,1.467041329e-05,4.445308566e-09,32,100,Methane
80.873,1.475190584e-05,4.439863144e-09,32,100,Methane
81.11,1.475179397e-05,4.425012357e-09,32,100,Methane
81.347,1.480461196e-05,4.426673694e-09,32,100,Methane
81.583,1.474899e-05,4.442415769e-09,32,100,Methane
81.82,1.477206297e-05,4.429546951e-09,32,100,Methane
82.057,1.47667597e-05,4.425210864e-09,32,100,Methane
82.294,1.476321358e-05,4.428435396e-09,32,100,Methane
82.531,1.477040769e-05,4.428796441e-09,32,100,Methane
82.767,1.47888295e-05,4.392519237e-09,32,100,Methane
83.004,1.47941355e-05,4.440650958e-09,32,100,Methane
83.241,1.48254494e-05,4.381535579e-09,32,100,Methane
83.478,1.475329645e-05,4.386807806e-09,32,100,Methane
83.715,1.479897128e-05,4.407485044e-09,32,100,Methane
83.951,1.477678143e-05,4.418006849e-09,32,100,Methane
84.188,1.489135684e-05,4.424357769e-09,32,100,Methane
84.425,1.475128829e-05,4.395819264e-09,32,100,Methane
84.662,1.475733916e-05,4.429486111e-09,32,100,Methane
84.899,1.466300091e-05,4.42333592e-09,32,100,Methane
85.135,1.470323605e-05,4.393516662e-09,32,100,Methane
85.372,1.472255281e-05,4.41448611e-09,32,100,Methane
85.609,1.478909144e-05,4.393664099e-09,32,100,Methane
85.846,1.475406862e-05,4.416793153e-09,32,100,Methane
86.083,1.47710598e-05,4.401695008e-09,32,100,Methane
86.319,1.475540103e-05,4.415829924e-09,32,100,Methane
86.556,1.474291093e-05,4.401409459e-09,32,100,Methane
86.793,1.477921614e-05,4.400794396e-09,32,100,Methane
87.03,1.475053978e-05,4.454162372e-09,32,100,Methane
87.267,1.487498594e-05,4.468220016e-09,32,100,Methane
87.503,1.479300408e-05,4.457061387e-09,32,100,Methane
87.74,1.474363671e-05,4.410617649e-09,32,100,Methane
87.977,1.471660289e-05,4.454615787e-09,32,100,Methane
88.214,1.471766154e-05,4.442016976e-09,32,100,Methane
88.451,1.475649242e-05,4.442372248e-09,32,100,Methane
88.687,1.471753876e-05,4.399521636e-09,32,100,Methane
88.924,1.47479077e-05,4.447711532e-09,32,100,Methane
89.161,1.475881618e-05,4.415830812e-09,32,100,Methane
89.398,1.49045336e-05,4.426973454e-09,32,100,Methane
89.635,1.472688655e-05,4.393870601e-09,32,100,Methane
89.871,1.471035739e-05,4.426549349e-09,32,100,Methane
90.108,1.475634326e-05,4.407138654e-09,32,100,Methane
90.345,1.47628316e-05,4.437845202e-09,32,100,Methane
90.582,1.488065391e-05,4.429030032e-09,32,100,Methane
90.819,1.482255175e-05,4.407535226e-09,32,100,Methane
91.055,1.484292716e-05,4.385160679e-09,32,100,Methane
91.292,1.474588771e-05,4.394891562e-09,32,100,Methane
91.529,1.46817265e-05,4.396358388e-09,32,100,Methane
91.766,1.474846522e-05,4.412183063e-09,32,100,Methane
92.003,1.475491536e-05,4.409737464e-09,32,100,Methane
92.239,1.477724891e-05,4.423925226e-09,32,100,Methane
92.476,1.474569581e-05,4.456057301e-09,32,100,Methane
92.713,1.479933326e-05,4.453901248e-09,32,100,Methane
92.95,1.475216231e-05,4.400956044e-09,32,100,Methane
93.187,1.47472083e-05,4.373371443e-09,32,100,Methane
93.423,1.470195366e-05,4.405216636e-09,32,100,Methane
93.66,1.471951691e-05,4.39949277e-09,32,100,Methane
93.897,1.478136619e-05,4.413734711e-09,32,100,Methane
94.134,1.471082487e-05,4.428954092e-09,32,100,Methane
94.371,1.475037243e-05,4.369321793e-09,32,100,Methane
94.607,1.472569966e-05,4.390157571e-09,32,100,Methane
94.844,1.484640052e-05,4.409943521e-09,32,100,Methane
95.081,1.473752218e-05,4.432263001e-09,32,100,Methane
95.318,1.487541067e-05,4.423232447e-09,32,100,Methane
95.555,1.479523962e-05,4.425117606e-09,32,100,Methane
95.791,1.489772694e-05,4.464239645e-09,32,100,Methane
96.028,1.473703469e-05,4.402847864e-09,32,100,Methane
96.265,1.472460917e-05,4.407758158e-09,32,100,Methane
96.502,1.472540953e-05,4.439145496e-09,32,100,Methane
96.739,1.474770488e-05,4.419175692e-09,32,100,Methane
96.975,1.481391064e-05,4.436380152e-09,32,100,Methane
97.212,1.479548337e-05,4.395300124e-09,32,100,Methane
97.449,1.471955875e-05,4.422414435e-09,32,100,Methane
97.686,1.475592489e-05,4.432346046e-09,32,100,Methane
97.923,1.477141177e-05,4.407568088e-09,32,100,Methane
98.159,1.470106417e-05,4.44197612e-09,32,100,Methane
98.396,1.469176823e-05,4.424607347e-09,32,100,Methane
98.633,1.465589867e-05,4.399337339e-09,32,100,Methane
98.87,1.471108499e-05,4.358116534e-09,32,100,Methane
99.107,1.473202792e-05,4.384707708e-09,32,100,Methane
99.343,1.486342808e-05,4.426272682e-09,32,100,Methane
99.58,1.471185078e-05,4.449843161e-09,32,100,Methane
99.817,1.473491375e-05,4.453075242e-09,32,100,Methane
100.054,1.487118971e-05,4.412163968e-09,32,100,Methane
100.291,1.470831285e-05,4.424238309e-09,32,100,Methane
100.527,1.483548203e-05,4.430200207e-09,32,100,Methane
100.764,1.469383005e-05,4.399055342e-09,32,100,Methane
101.001,1.470150164e-05,4.41922321e-09,32,100,Methane
101.238,1.472551685e-05,4.437959777e-09,32,100,Methane
101.475,1.47737328e-05,4.412464616e-09,32,100,Methane
101.711,1.456276186e-05,4.394003383e-09,32,100,Methane
101.948,1.464945944e-05,4.457724856e-09,32,100,Methane
102.185,1.475352929e-05,4.413802657e-09,32,100,Methane
102.422,1.468420305e-05,4.419701494e-09,32,100,Methane
102.659,1.471455471e-05,4.397135989e-09,32,100,Methane
102.895,1.470769075e-05,4.416843336e-09,32,100,Methane
103.132,1.470057668e-05,4.40126513e-09,32,100,Methane
103.369,1.473723023e-05,4.419221877e-09,32,100,Methane
103.606,1.472660824e-05,4.407990861e-09,32,100,Methane
103.843,1.472653184e-05,4.380640295e-09,32,100,Methane
104.079,1.471778069e-05,4.394329345e-09,32,100,Methane
104.316,1.469160634e-05,4.383121421e-09,32,100,Methane
104.553,1.467397215e-05,4.412698207e-09,32,100,Methane
104.79,1.470484676e-05,4.423642785e-09,32,100,Methane
105.027,1.46962966e-05,4.397603171e-09,32,100,Methane
105.263,1.485386929e-05,4.372372686e-09,32,100,Methane
105.5,1.477816477e-05,4.358092998e-09,32,100,Methane
105.737,1.468792743e-05,4.355102501e-09,32,100,Methane
105.974,1.469879408e-05,4.396574216e-09,32,100,Methane
106.211,1.472846452e-05,4.381273566e-09,32,100,Methane
106.447,1.469559538e-05,4.32339009e-09,32,100,Methane
106.684,1.467286256e-05,4.361402794e-09,32,100,Methane
